id_historial,id_pedido,estado,fecha_hora
116,31,en_camino,2025-01-13 10:28:03
117,31,cancelado,2025-01-13 10:33:03
118,32,creado,2026-08-15 06:29:54
119,32,en_preparacion,2026-08-15 06:34:54
120,32,en_camino,2026-08-15 06:46:54
121,32,entregado,2026-08-15 07:06:54
122,33,creado,2025-11-10 12:40:52
123,33,en_preparacion,2025-11-10 12:49:52
124,33,en_camino,2025-11-10 12:58:52
125,33,entregado,2025-11-10 13:23:52
126,34,creado,2026-05-25 00:54:03
127,34,en_preparacion,2026-05-25 01:03:03
128,34,en_camino,2026-05-25 01:18:03
129,34,entregado,2026-05-25 01:39:03
130,35,creado,2026-02-07 08:54:02
131,35,en_preparacion,2026-02-07 08:58:02
132,35,en_camino,2026-02-07 09:06:02
133,35,entregado,2026-02-07 09:19:02
134,36,creado,2026-07-07 04:13:47
135,36,en_preparacion,2026-07-07 04:18:47
136,36,en_camino,2026-07-07 04:31:47
137,36,entregado,2026-07-07 04:53:47
138,37,creado,2026-07-14 14:34:51
139,37,en_preparacion,2026-07-14 14:41:51
140,37,en_camino,2026-07-14 14:51:51
141,37,entregado,2026-07-14 15:16:51
142,38,creado,2026-05-03 07:22:18
143,38,en_preparacion,2026-05-03 07:32:18
144,38,en_camino,2026-05-03 07:43:18
145,38,entregado,2026-05-03 08:01:18
146,39,creado,2026-03-01 10:12:23
147,39,en_preparacion,2026-03-01 10:21:23
148,39,en_camino,2026-03-01 10:32:23
149,39,entregado,2026-03-01 10:57:23
150,40,creado,2026-02-04 02:33:02
151,40,en_preparacion,2026-02-04 02:39:02
152,40,en_camino,2026-02-04 02:51:02
153,40,entregado,2026-02-04 03:01:02
154,41,creado,2025-12-01 08:44:22
155,41,en_preparacion,2025-12-01 08:52:22
156,41,en_camino,2025-12-01 09:01:22
157,41,entregado,2025-12-01 09:25:22
158,42,creado,2026-07-08 23:44:15
159,42,en_preparacion,2026-07-08 23:47:15
160,42,en_camino,2026-07-08 23:59:15
161,42,entregado,2026-07-09 00:09:15
162,43,creado,2026-04-12 07:31:09
163,43,en_preparacion,2026-04-12 07:38:09
164,43,en_camino,2026-04-12 07:53:09
165,43,entregado,2026-04-12 08:06:09
166,44,creado,2026-03-14 01:26:59
167,44,en_preparacion,2026-03-14 01:31:59
168,44,en_camino,2026-03-14 01:39:59
169,44,entregado,2026-03-14 01:57:59
170,45,creado,2026-02-07 03:00:32
171,45,en_preparacion,2026-02-07 03:05:32
172,45,en_camino,2026-02-07 03:13:32
173,45,entregado,2026-02-07 03:23:32
174,46,creado,2026-02-23 05:02:36
175,47,creado,2026-06-17 07:22:50
176,47,en_preparacion,2026-06-17 07:25:50
177,47,en_camino,2026-06-17 07:40:50
178,47,entregado,2026-06-17 08:03:50
179,48,creado,2026-03-03 17:08:26
180,48,en_preparacion,2026-03-03 17:15:26
181,48,en_camino,2026-03-03 17:23:26
182,48,entregado,2026-03-03 17:43:26
183,49,creado,2026-06-24 04:23:56
184,49,en_preparacion,2026-06-24 04:31:56
185,49,en_camino,2026-06-24 04:41:56
186,49,entregado,2026-06-24 05:01:56
187,50,creado,2026-07-08 13:13:58
188,50,en_preparacion,2026-07-08 13:16:58
189,50,en_camino,2026-07-08 13:25:58
190,50,entregado,2026-07-08 13:48:58
191,51,creado,2025-02-17 13:25:12
192,51,en_preparacion,2025-02-17 13:28:12
193,52,creado,2025-10-24 07:39:16
194,52,en_preparacion,2025-10-24 07:48:16
195,52,en_camino,2025-10-24 08:02:16
196,52,entregado,2025-10-24 08:16:16
197,53,creado,2026-07-17 08:00:17
198,53,en_preparacion,2026-07-17 08:07:17
199,53,en_camino,2026-07-17 08:19:17
200,53,entregado,2026-07-17 08:37:17
201,54,creado,2026-01-07 09:12:07
202,54,en_preparacion,2026-01-07 09:19:07
203,54,en_camino,2026-01-07 09:34:07
204,54,entregado,2026-01-07 09:44:07
205,55,creado,2026-06-28 21:03:07
206,55,en_preparacion,2026-06-28 21:06:07
207,55,en_camino,2026-06-28 21:20:07
208,55,entregado,2026-06-28 21:37:07
209,56,creado,2026-02-11 13:17:16
210,56,en_preparacion,2026-02-11 13:20:16
211,56,en_camino,2026-02-11 13:35:16
212,56,entregado,2026-02-11 13:54:16
213,57,creado,2025-12-25 17:03:10
214,57,en_preparacion,2025-12-25 17:10:10
215,57,en_camino,2025-12-25 17:20:10
216,57,entregado,2025-12-25 17:31:10
217,58,creado,2026-06-29 09:00:41
218,58,en_preparacion,2026-06-29 09:08:41
219,58,en_camino,2026-06-29 09:18:41
220,58,entregado,2026-06-29 09:42:41
221,59,creado,2026-05-12 07:12:22
222,59,en_preparacion,2026-05-12 07:18:22
223,59,en_camino,2026-05-12 07:28:22
224,59,entregado,2026-05-12 07:41:22
225,60,creado,2026-01-28 03:09:50
226,60,en_preparacion,2026-01-28 03:13:50
227,61,creado,2026-06-12 01:28:06
228,61,en_preparacion,2026-06-12 01:38:06
229,61,en_camino,2026-06-12 01:47:06
230,61,entregado,2026-06-12 01:58:06
231,62,creado,2026-07-14 05:41:21
232,62,en_preparacion,2026-07-14 05:48:21
233,62,en_camino,2026-07-14 06:03:21
234,62,entregado,2026-07-14 06:27:21
235,63,creado,2025-12-27 23:49:15
236,63,en_preparacion,2025-12-27 23:59:15
237,63,en_camino,2025-12-28 00:12:15
238,63,entregado,2025-12-28 00:30:15
239,64,creado,2026-02-25 03:18:04
240,64,en_preparacion,2026-02-25 03:28:04
241,64,en_camino,2026-02-25 03:42:04
242,64,entregado,2026-02-25 03:54:04
243,65,creado,2026-05-24 08:00:04
244,65,en_preparacion,2026-05-24 08:06:04
245,65,en_camino,2026-05-24 08:20:04
246,65,entregado,2026-05-24 08:39:04
247,66,creado,2026-03-21 11:01:05
248,66,en_preparacion,2026-03-21 11:05:05
249,67,creado,2026-07-30 06:26:01
250,67,en_preparacion,2026-07-30 06:35:01
251,67,en_camino,2026-07-30 06:44:01
252,67,entregado,2026-07-30 06:54:01
253,68,creado,2026-08-01 13:25:10
254,68,en_preparacion,2026-08-01 13:34:10
255,68,en_camino,2026-08-01 13:49:10
256,68,entregado,2026-08-01 14:03:10
257,69,creado,2025-11-10 19:17:16
258,69,en_preparacion,2025-11-10 19:24:16
259,69,en_camino,2025-11-10 19:38:16
260,69,entregado,2025-11-10 20:02:16
261,70,creado,2025-12-17 05:12:09
262,70,en_preparacion,2025-12-17 05:18:09
263,70,en_camino,2025-12-17 05:31:09
264,70,entregado,2025-12-17 05:42:09
265,71,creado,2026-01-09 18:52:24
266,71,en_preparacion,2026-01-09 18:58:24
267,71,en_camino,2026-01-09 19:10:24
268,71,entregado,2026-01-09 19:32:24
269,72,creado,2026-01-08 23:52:17
270,72,en_preparacion,2026-01-08 23:54:17
271,73,creado,2026-06-29 21:25:08
272,73,en_preparacion,2026-06-29 21:31:08
273,73,en_camino,2026-06-29 21:46:08
274,73,cancelado,2026-06-29 21:56:08
275,74,creado,2026-05-17 22:15:24
276,74,en_preparacion,2026-05-17 22:23:24
277,74,en_camino,2026-05-17 22:36:24
278,74,entregado,2026-05-17 23:01:24
279,75,creado,2026-07-07 17:47:46
280,75,en_preparacion,2026-07-07 17:52:46
281,75,en_camino,2026-07-07 18:06:46
282,75,entregado,2026-07-07 18:31:46
283,76,creado,2026-03-24 00:44:04
284,76,en_preparacion,2026-03-24 00:54:04
285,76,en_camino,2026-03-24 01:02:04
286,76,entregado,2026-03-24 01:20:04
287,77,creado,2026-01-28 04:02:58
288,77,en_preparacion,2026-01-28 04:07:58
289,77,en_camino,2026-01-28 04:15:58
290,77,entregado,2026-01-28 04:29:58
291,78,creado,2026-07-22 06:10:40
292,78,en_preparacion,2026-07-22 06:19:40
293,78,en_camino,2026-07-22 06:28:40
294,78,entregado,2026-07-22 06:41:40
295,79,creado,2026-04-27 09:33:47
296,79,en_preparacion,2026-04-27 09:38:47
297,79,en_camino,2026-04-27 09:50:47
298,79,entregado,2026-04-27 10:13:47
299,80,creado,2026-08-09 11:12:40
300,80,en_preparacion,2026-08-09 11:19:40
301,80,en_camino,2026-08-09 11:28:40
302,80,cancelado,2026-08-09 11:40:40
303,81,creado,2026-07-28 23:07:15
304,81,en_preparacion,2026-07-28 23:10:15
305,81,en_camino,2026-07-28 23:21:15
306,81,entregado,2026-07-28 23:32:15
307,82,creado,2026-07-31 20:16:17
308,82,en_preparacion,2026-07-31 20:19:17
309,82,en_camino,2026-07-31 20:32:17
310,82,entregado,2026-07-31 20:52:17
311,83,creado,2026-08-27 14:02:39
312,83,en_preparacion,2026-08-27 14:12:39
313,83,en_camino,2026-08-27 14:25:39
314,83,entregado,2026-08-27 14:40:39
315,84,creado,2026-06-27 17:20:12
316,84,en_preparacion,2026-06-27 17:24:12
317,84,cancelado,2026-06-27 17:31:12
318,85,creado,2026-09-03 00:55:15
319,85,en_preparacion,2026-09-03 01:03:15
320,85,en_camino,2026-09-03 01:18:15
321,85,entregado,2026-09-03 01:43:15
322,86,creado,2025-12-14 08:09:49
323,86,en_preparacion,2025-12-14 08:16:49
324,86,en_camino,2025-12-14 08:27:49
325,86,entregado,2025-12-14 08:46:49
326,87,creado,2026-05-31 02:17:57
327,87,en_preparacion,2026-05-31 02:21:57
328,87,en_camino,2026-05-31 02:31:57
329,87,entregado,2026-05-31 02:48:57
330,88,creado,2026-07-23 22:43:33
331,88,en_preparacion,2026-07-23 22:47:33
332,88,en_camino,2026-07-23 23:02:33
333,88,entregado,2026-07-23 23:20:33
334,89,creado,2026-07-11 14:26:09
335,89,en_preparacion,2026-07-11 14:36:09
336,89,en_camino,2026-07-11 14:49:09
337,89,entregado,2026-07-11 15:01:09
338,90,creado,2026-01-31 15:30:55
339,90,en_preparacion,2026-01-31 15:39:55
340,90,en_camino,2026-01-31 15:52:55
341,90,entregado,2026-01-31 16:08:55
342,91,creado,2026-03-25 04:36:24
343,91,en_preparacion,2026-03-25 04:44:24
344,91,en_camino,2026-03-25 04:57:24
345,91,entregado,2026-03-25 05:14:24
346,92,creado,2025-09-14 05:37:10
347,93,creado,2026-08-03 14:47:34
348,93,en_preparacion,2026-08-03 14:53:34
349,93,en_camino,2026-08-03 15:01:34
350,93,entregado,2026-08-03 15:20:34
351,94,creado,2026-04-17 14:33:28
352,94,en_preparacion,2026-04-17 14:36:28
353,94,en_camino,2026-04-17 14:49:28
354,94,cancelado,2026-04-17 15:04:28
355,95,creado,2026-05-28 04:22:25
356,95,en_preparacion,2026-05-28 04:31:25
357,95,en_camino,2026-05-28 04:40:25
358,95,entregado,2026-05-28 04:58:25
359,96,creado,2025-05-18 23:25:55
360,96,en_preparacion,2025-05-18 23:28:55
361,96,en_camino,2025-05-18 23:40:55
362,96,entregado,2025-05-18 23:54:55
363,97,creado,2025-12-18 02:32:07
364,97,en_preparacion,2025-12-18 02:41:07
365,97,en_camino,2025-12-18 02:54:07
366,97,entregado,2025-12-18 03:15:07
367,98,creado,2026-07-12 09:34:43
368,98,en_preparacion,2026-07-12 09:40:43
369,98,en_camino,2026-07-12 09:51:43
370,98,entregado,2026-07-12 10:10:43
371,99,creado,2026-08-14 04:42:11
372,99,en_preparacion,2026-08-14 04:46:11
373,99,en_camino,2026-08-14 04:56:11
374,99,entregado,2026-08-14 05:18:11
375,100,creado,2026-06-01 10:52:54
376,101,creado,2026-04-27 19:54:49
377,101,en_preparacion,2026-04-27 19:58:49
378,101,en_camino,2026-04-27 20:07:49
379,101,entregado,2026-04-27 20:25:49
380,102,creado,2026-02-04 00:11:18
381,102,en_preparacion,2026-02-04 00:14:18
382,102,cancelado,2026-02-04 00:20:18
383,103,creado,2026-06-21 16:05:42
384,103,en_preparacion,2026-06-21 16:12:42
385,103,en_camino,2026-06-21 16:25:42
386,103,entregado,2026-06-21 16:42:42
387,104,creado,2026-06-01 00:32:38
388,104,en_preparacion,2026-06-01 00:41:38
389,104,en_camino,2026-06-01 00:54:38
390,104,entregado,2026-06-01 01:13:38
391,105,creado,2026-06-30 12:47:05
392,105,en_preparacion,2026-06-30 12:55:05
393,105,en_camino,2026-06-30 13:08:05
394,105,entregado,2026-06-30 13:27:05
395,106,creado,2026-05-12 07:57:41
396,106,en_preparacion,2026-05-12 08:07:41
397,106,en_camino,2026-05-12 08:20:41
398,106,entregado,2026-05-12 08:40:41
399,107,creado,2026-08-05 05:17:06
400,107,en_preparacion,2026-08-05 05:26:06
401,107,en_camino,2026-08-05 05:35:06
402,107,entregado,2026-08-05 05:48:06
403,108,creado,2026-07-19 05:07:21
404,108,en_preparacion,2026-07-19 05:14:21
405,108,en_camino,2026-07-19 05:23:21
406,108,entregado,2026-07-19 05:43:21
407,109,creado,2026-07-20 10:35:22
408,109,en_preparacion,2026-07-20 10:43:22
409,109,en_camino,2026-07-20 10:57:22
410,109,entregado,2026-07-20 11:17:22
411,110,creado,2026-06-19 18:58:00
412,111,creado,2026-03-23 05:33:48
413,111,en_preparacion,2026-03-23 05:37:48
414,111,en_camino,2026-03-23 05:48:48
415,111,entregado,2026-03-23 06:09:48
416,112,creado,2026-05-18 10:32:59
417,112,en_preparacion,2026-05-18 10:40:59
418,112,en_camino,2026-05-18 10:51:59
419,112,entregado,2026-05-18 11:09:59
420,113,creado,2025-01-20 09:53:15
421,113,en_preparacion,2025-01-20 10:01:15
422,113,en_camino,2025-01-20 10:12:15
423,113,entregado,2025-01-20 10:28:15
424,114,creado,2025-12-12 00:39:41
425,114,en_preparacion,2025-12-12 00:47:41
426,114,en_camino,2025-12-12 00:56:41
427,114,entregado,2025-12-12 01:06:41
428,115,creado,2025-03-24 12:28:53
429,115,en_preparacion,2025-03-24 12:33:53
430,115,en_camino,2025-03-24 12:48:53
431,115,entregado,2025-03-24 13:06:53
432,116,creado,2025-01-13 12:40:04
433,116,en_preparacion,2025-01-13 12:49:04
434,116,en_camino,2025-01-13 13:01:04
435,116,entregado,2025-01-13 13:11:04
436,117,creado,2025-12-07 05:54:12
437,117,en_preparacion,2025-12-07 05:57:12
438,117,en_camino,2025-12-07 06:12:12
439,117,entregado,2025-12-07 06:28:12
440,118,creado,2025-06-15 06:13:35
441,118,en_preparacion,2025-06-15 06:18:35
442,118,en_camino,2025-06-15 06:32:35
443,118,entregado,2025-06-15 06:50:35
444,119,creado,2026-07-08 21:34:05
445,119,en_preparacion,2026-07-08 21:41:05
446,119,en_camino,2026-07-08 21:51:05
447,119,entregado,2026-07-08 22:16:05
448,120,creado,2026-07-26 17:24:48
449,120,en_preparacion,2026-07-26 17:29:48
450,120,en_camino,2026-07-26 17:44:48
451,120,entregado,2026-07-26 18:01:48
452,121,creado,2026-02-05 03:13:48
453,121,en_preparacion,2026-02-05 03:18:48
454,121,en_camino,2026-02-05 03:31:48
455,121,entregado,2026-02-05 03:48:48
456,122,creado,2025-02-14 17:41:46
457,123,creado,2026-05-03 10:12:08
458,123,en_preparacion,2026-05-03 10:21:08
459,123,en_camino,2026-05-03 10:36:08
460,123,entregado,2026-05-03 10:59:08
461,124,creado,2025-09-16 18:09:20
462,124,en_preparacion,2025-09-16 18:18:20
463,124,en_camino,2025-09-16 18:30:20
464,124,entregado,2025-09-16 18:52:20
465,125,creado,2026-06-02 18:25:41
466,125,en_preparacion,2026-06-02 18:31:41
467,125,en_camino,2026-06-02 18:43:41
468,125,entregado,2026-06-02 18:54:41
469,126,creado,2025-07-15 17:55:20
470,126,en_preparacion,2025-07-15 18:05:20
471,126,en_camino,2025-07-15 18:19:20
472,126,entregado,2025-07-15 18:36:20
473,127,creado,2026-04-29 21:38:03
474,127,en_preparacion,2026-04-29 21:43:03
475,127,en_camino,2026-04-29 21:52:03
476,127,entregado,2026-04-29 22:12:03
477,128,creado,2026-07-18 09:57:13
478,128,en_preparacion,2026-07-18 10:00:13
479,128,en_camino,2026-07-18 10:11:13
480,128,entregado,2026-07-18 10:28:13
481,129,creado,2026-07-05 05:22:52
482,129,en_preparacion,2026-07-05 05:26:52
483,129,en_camino,2026-07-05 05:40:52
484,129,entregado,2026-07-05 06:01:52
485,130,creado,2026-04-13 05:23:37
486,130,en_preparacion,2026-04-13 05:32:37
487,130,en_camino,2026-04-13 05:41:37
488,130,entregado,2026-04-13 06:03:37
489,131,creado,2026-05-08 20:54:02
490,131,en_preparacion,2026-05-08 21:01:02
491,131,en_camino,2026-05-08 21:16:02
492,131,entregado,2026-05-08 21:27:02
493,132,creado,2025-01-26 11:10:01
494,132,en_preparacion,2025-01-26 11:16:01
495,132,en_camino,2025-01-26 11:24:01
496,132,entregado,2025-01-26 11:44:01
497,133,creado,2026-01-01 23:42:10
498,133,en_preparacion,2026-01-01 23:46:10
499,133,en_camino,2026-01-01 23:55:10
500,133,entregado,2026-01-02 00:13:10
501,134,creado,2025-12-21 15:11:56
502,134,en_preparacion,2025-12-21 15:21:56
503,134,en_camino,2025-12-21 15:30:56
504,134,entregado,2025-12-21 15:48:56
505,135,creado,2026-01-21 08:08:29
506,135,en_preparacion,2026-01-21 08:11:29
507,135,en_camino,2026-01-21 08:22:29
508,135,entregado,2026-01-21 08:32:29
509,136,creado,2026-03-16 01:37:21
510,136,en_preparacion,2026-03-16 01:42:21
511,136,en_camino,2026-03-16 01:50:21
512,136,entregado,2026-03-16 02:14:21
513,137,creado,2026-04-12 20:11:23
514,137,en_preparacion,2026-04-12 20:21:23
515,137,en_camino,2026-04-12 20:30:23
516,137,cancelado,2026-04-12 20:37:23
517,138,creado,2026-02-17 02:37:49
518,138,en_preparacion,2026-02-17 02:44:49
519,138,en_camino,2026-02-17 02:57:49
520,138,entregado,2026-02-17 03:17:49
521,139,creado,2026-04-04 12:47:36
522,139,en_preparacion,2026-04-04 12:54:36
523,139,en_camino,2026-04-04 13:07:36
524,139,entregado,2026-04-04 13:17:36
525,140,creado,2025-02-25 11:23:37
526,140,en_preparacion,2025-02-25 11:27:37
527,140,en_camino,2025-02-25 11:37:37
528,140,entregado,2025-02-25 11:47:37
529,141,creado,2026-07-05 01:59:04
530,141,en_preparacion,2026-07-05 02:05:04
531,141,en_camino,2026-07-05 02:17:04
532,141,entregado,2026-07-05 02:35:04
533,142,creado,2025-09-16 03:21:13
534,142,en_preparacion,2025-09-16 03:26:13
535,142,en_camino,2025-09-16 03:38:13
536,142,entregado,2025-09-16 03:54:13
537,143,creado,2026-01-16 10:58:51
538,143,en_preparacion,2026-01-16 11:03:51
539,143,en_camino,2026-01-16 11:12:51
540,143,entregado,2026-01-16 11:23:51
541,144,creado,2026-01-21 19:26:02
542,144,en_preparacion,2026-01-21 19:34:02
543,144,en_camino,2026-01-21 19:42:02
544,144,entregado,2026-01-21 20:02:02
545,145,creado,2026-06-03 11:14:49
546,145,en_preparacion,2026-06-03 11:18:49
547,145,en_camino,2026-06-03 11:29:49
548,145,entregado,2026-06-03 11:50:49
549,146,creado,2026-08-16 19:24:12
550,146,en_preparacion,2026-08-16 19:29:12
551,146,en_camino,2026-08-16 19:37:12
552,146,entregado,2026-08-16 20:02:12
553,147,creado,2026-04-12 13:00:29
554,147,en_preparacion,2026-04-12 13:06:29
555,147,en_camino,2026-04-12 13:17:29
556,147,entregado,2026-04-12 13:42:29
557,148,creado,2026-06-03 22:46:40
558,148,en_preparacion,2026-06-03 22:52:40
559,148,en_camino,2026-06-03 23:04:40
560,148,entregado,2026-06-03 23:21:40
561,149,creado,2026-08-11 13:07:33
562,149,en_preparacion,2026-08-11 13:13:33
563,149,cancelado,2026-08-11 13:22:33
564,150,creado,2026-03-27 20:04:50
565,150,en_preparacion,2026-03-27 20:11:50
566,150,en_camino,2026-03-27 20:20:50
567,150,entregado,2026-03-27 20:43:50
568,151,creado,2025-11-16 20:12:29
569,151,en_preparacion,2025-11-16 20:18:29
570,151,en_camino,2025-11-16 20:29:29
571,151,entregado,2025-11-16 20:39:29
572,152,creado,2025-07-15 01:47:03
573,152,en_preparacion,2025-07-15 01:50:03
574,152,en_camino,2025-07-15 02:00:03
575,152,cancelado,2025-07-15 02:07:03
576,153,creado,2026-05-21 16:17:15
577,153,en_preparacion,2026-05-21 16:26:15
578,153,en_camino,2026-05-21 16:41:15
579,153,entregado,2026-05-21 16:56:15
580,154,creado,2025-06-01 00:38:40
581,154,en_preparacion,2025-06-01 00:43:40
582,155,creado,2026-08-07 23:38:08
583,155,en_preparacion,2026-08-07 23:47:08
584,155,en_camino,2026-08-07 23:59:08
585,155,entregado,2026-08-08 00:12:08
586,156,creado,2026-01-31 09:17:38
587,156,en_preparacion,2026-01-31 09:20:38
588,156,en_camino,2026-01-31 09:32:38
589,156,entregado,2026-01-31 09:49:38
590,157,creado,2026-08-18 00:05:48
591,157,en_preparacion,2026-08-18 00:15:48
592,157,en_camino,2026-08-18 00:26:48
593,157,entregado,2026-08-18 00:43:48
594,158,creado,2025-11-03 09:10:56
595,158,en_preparacion,2025-11-03 09:17:56
596,158,en_camino,2025-11-03 09:30:56
597,158,entregado,2025-11-03 09:40:56
598,159,creado,2025-05-24 05:25:51
599,159,en_preparacion,2025-05-24 05:31:51
600,159,en_camino,2025-05-24 05:42:51
601,159,entregado,2025-05-24 06:06:51
602,160,creado,2026-06-18 07:37:37
603,160,en_preparacion,2026-06-18 07:45:37
604,160,en_camino,2026-06-18 07:59:37
605,160,cancelado,2026-06-18 08:04:37
606,161,creado,2026-06-05 17:52:34
607,161,en_preparacion,2026-06-05 17:56:34
608,162,creado,2026-07-03 23:42:58
609,162,en_preparacion,2026-07-03 23:46:58
610,162,en_camino,2026-07-03 23:59:58
611,162,entregado,2026-07-04 00:21:58
612,163,creado,2025-10-22 21:06:04
613,163,en_preparacion,2025-10-22 21:13:04
614,163,en_camino,2025-10-22 21:21:04
615,163,entregado,2025-10-22 21:44:04
616,164,creado,2026-03-08 01:35:01
617,164,en_preparacion,2026-03-08 01:42:01
618,164,en_camino,2026-03-08 01:56:01
619,164,entregado,2026-03-08 02:06:01
620,165,creado,2024-09-29 20:11:26
621,165,en_preparacion,2024-09-29 20:21:26
622,165,en_camino,2024-09-29 20:32:26
623,165,entregado,2024-09-29 20:42:26
624,166,creado,2026-04-04 09:44:09
625,166,en_preparacion,2026-04-04 09:52:09
626,166,en_camino,2026-04-04 10:05:09
627,166,entregado,2026-04-04 10:17:09
628,167,creado,2026-06-24 20:13:24
629,167,en_preparacion,2026-06-24 20:22:24
630,167,en_camino,2026-06-24 20:35:24
631,167,cancelado,2026-06-24 20:43:24
632,168,creado,2026-04-18 11:19:48
633,168,en_preparacion,2026-04-18 11:28:48
634,168,en_camino,2026-04-18 11:42:48
635,168,entregado,2026-04-18 11:52:48
636,169,creado,2026-08-04 16:56:52
637,169,en_preparacion,2026-08-04 17:04:52
638,169,en_camino,2026-08-04 17:15:52
639,169,entregado,2026-08-04 17:31:52
640,170,creado,2026-09-02 17:16:31
641,170,en_preparacion,2026-09-02 17:21:31
